OT;Núm. Trabajo;Descripción Trabajo;VIN;Marca;Gama;Año;;Tipo Cargo;Tipo de Trabajo;Cliente Cargo  ;Kms.;F. Entrada;F. Cierre;Dif. F. Alta-F.Cierre;Estado
OTM/168/2017;2;ALINEAC ION Y BALANCEO;AEU534770;Hyundai;Accent;2014;;Cliente;MECANICA;2105;19648;26/10/2017;30/10/2017;4;Anulado
OTB   /2037/2017;1;REV 20000 KM;AFU786911;Hyundai;Accent;2015;;Cliente;MECANICA;8312;20000;26/08/2017;26/08/2017;0;Facturada
OTB   /2037/2017;2;REV 20000 KM;AFU786911;Hyundai;Accent;2015;;Cliente;MECANICA;8312;20000;26/08/2017;26/08/2017;0;Facturada
OTB   /2037/2017;3;REV 20000 KM;AFU786911;Hyundai;Accent;2015;;Cliente;MECANICA;8312;20000;26/08/2017;26/08/2017;0;Facturada
OTB   /2037/2017;4;REV 20000 KM;AFU786911;Hyundai;Accent;2015;;Cliente;MECANICA;8312;20000;26/08/2017;21/11/2017;0;Facturada
OTB   /2037/2017;5;REV 20000 KM;AFU786911;Hyundai;Accent;2015;;Cliente;MECANICA;8312;20000;26/08/2017;26/05/2018;186;Facturada
OTB   /2037/2017;6;REV 20000 KM;AFU786911;Hyundai;Accent;2015;;Cliente;MECANICA;8312;20000;26/08/2017;27/07/2018;0;Facturada
OTB   /2037/2017;7;"REV 20000 KM


";AFU786911;Hyundai;Accent;2015;;Cliente;MECANICA;8312;20000;26/08/2017;27/07/2018;0;Anulado
OTM/123/2017;1;REV....20.000KM;PEC901951;Hyundai;HD78;2014;;Cliente;MECANICA;4746;20026;6/09/2017;9/09/2017;3;Facturada
OTB   /1789/2017;1;MANTENIMIENTO GENERAL;AGM287985;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;3128;20030;15/08/2017;15/08/2017;0;Facturada
OTB   /926/2017;1;CAMBIO DE ACEITE;AGM663461;Hyundai;I10;2016;;Cliente;MECANICA;4375;20258;10/07/2017;10/07/2017;0;Facturada
OTF  /4/2017;1;REV 20.000 KMS;AFU176467;Hyundai;Accent;2015;;Cliente;MECANICA;6576;20297;7/06/2017;12/06/2017;5;Facturada
OTB   /1317/2017;1;CAMBIO DE ACEITE;P1U220836;Hyundai;Accent;2001;;Cliente;MECANICA;1097;20539;26/07/2017;26/07/2017;0;Facturada
OTB   /2847/2017;1;REVISION 20.000 KMS;CGU110245;Hyundai;Tucson;2016;;Cliente;MECANICA;7295;20740;1/12/2017;1/12/2017;0;Facturada
OTB   /518/2017;1;GRADUACION DE FRENOS;AHM156475;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2900;20770;23/06/2017;23/06/2017;0;Facturada
OTB   /518/2017;2;REV FUGA FRENOS;AHM156475;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2900;20770;23/06/2017;14/03/2018;264;Anulado
OTB   /518/2017;3;REVISION 20.000 KMS;AHM156475;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2900;20770;23/06/2017;30/06/2017;0;Facturada
OTB   /518/2017;4;CAMBIO DE ACEITE;AHM156475;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2900;20770;23/06/2017;28/07/2017;0;Facturada
OTB   /518/2017;5;GRADUACION DE FRENOS;AHM156475;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2900;20770;23/06/2017;28/07/2017;0;Facturada
OTB   /518/2017;6;REVISION 30.000 KMS;AHM156475;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2900;20770;23/06/2017;15/08/2017;0;Facturada
OTB   /518/2017;7;GRADUACION DE FRENOS;AHM156475;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2900;20770;23/06/2017;13/09/2017;0;Facturada
OTB   /518/2017;8;GARANTÍA RECHAZADA REVERSION: ATB/18/2017;AHM156475;Hyundai;Grand I10 HB;2017;;Garantia;MECANICA;6148;20770;23/06/2017;2/10/2017;0;Facturada
OTB   /518/2017;9;GARANTÍA RECHAZADA CARGO: ATB/18/2017;AHM156475;Hyundai;Grand I10 HB;2017;;Garantia;MECANICA;6148;20770;23/06/2017;30/09/2017;-2;Facturada
OTB   /518/2017;10;REVISION 40.000 KMS;AHM156475;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2900;20770;23/06/2017;14/10/2017;0;Facturada
OTB   /518/2017;11;REVISION 45.000 KMS;AHM156475;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2900;20770;23/06/2017;15/11/2017;0;Facturada
OTB   /518/2017;12;REVISION 50.000 KMS;AHM156475;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2900;20770;23/06/2017;11/12/2017;0;Facturada
OTF  /7/2017;1;EL CLIENTE DICE:CAMBIO ACEITE Y FILTRO, FILTRO AIRE;AGM323562;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;6614;20796;9/06/2017;9/06/2017;0;Facturada
OTB   /1909/2017;1;REVISION 20.000 KMS;AHM668651;Hyundai;I10;2017;;Cliente;MECANICA;6243;20819;22/08/2017;22/08/2017;0;Facturada
OTF  /58/2017;1;EL CLIENTE DICE: REV 20.000 KMS, REV RUIDO VIDRIO CONDUCTOR, REV CAMBIOS DUROS 2DA Y 3RA;AGM287980;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA Y COLISION;572;20871;14/07/2017;14/07/2017;0;Facturada
OTF  /86/2017;1;EL CLIENTE DICE:REV 20.000 KMS;AEU154725;Hyundai;Accent;2014;;Cliente;MECANICA;7800;20928;2/08/2017;2/08/2017;0;Facturada
OTM/66/2017;1;REVISION RECIVIDOR CINTURON DELANTERO DERECHO NO FUNCIONA.......REV.....ALARMA NO FUNCIONA......;BFU160770;Hyundai;Accent;2015;;Cliente;MECANICA;4279;20975;12/07/2017;12/07/2017;0;Anulado
OTM/66/2017;2;CAMBIO DE ACEITE Y FILTROS........REV....VIAJE......;BFU160770;Hyundai;Accent;2015;;Cliente;MECANICA;4279;20975;12/07/2017;12/07/2017;0;Anulado
OTF  /62/2017;1;EL CLIENTE DICE: REV 20.000 KMS;BFU174848;Hyundai;Elantra;2015;;Cliente;MECANICA;1570;21054;19/07/2017;19/07/2017;0;Facturada
OTM/192/2017;1;CLIENTE REPORTA VEHICULO FALTA DE POTENCIA , FUERSA , VEHICULO NO DESBOCA Y CAMBIOS DUROS AL ARRANCAR;PGC293645;Hyundai;HD65;2016;;Cliente;OTRO;5740;21259;17/11/2017;10/04/2018;144;Anulado
OTB   /2994/2017;1;GRADUACION + ROTACION ;AHU066826;Hyundai;Accent;2017;;Cliente;MECANICA;10166;21290;21/12/2017;21/12/2017;0;Facturada
OTB   /825/2017;1;CAMBIO DE ACEITE;AHM156258;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;1287;21300;5/07/2017;5/07/2017;0;Facturada
OTB   /1710/2017;1;CAMBIO DE ACEITE;AHM161455;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2074;21450;12/08/2017;12/08/2017;0;Facturada
OTM/56/2017;1;REVISION DE 20000 KMS;AEU040936;Hyundai;I30;2014;;Cliente;MECANICA;4733;21530;4/07/2017;4/07/2017;0;Facturada
OTB   /873/2017;1;CAMBIO DE ACEITE;AGM140053;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1342;21577;7/07/2017;7/07/2017;0;Facturada
OTB   /177/2017;1;CAMBIO DE ACEITE;AGM658984;Hyundai;I10;2016;;Cliente;MECANICA;6242;21752;12/06/2017;12/06/2017;0;Facturada
OTB   /2335/2017;1;ALINEACION Y BALANCEO 2 LLANTAS, ROTACION LLANTAS;AHM153848;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4326;22128;14/09/2017;14/09/2017;0;Facturada
OTB   /451/2017;1;cambio de aceite 1 filtro;AGM139571;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;4222;22243;21/06/2017;21/06/2017;0;Facturada
OTM/136/2017;1;MANTENIMIENTO EN SITIO;BFU785142;Hyundai;Accent;2015;;Cliente;MECANICA;921;22353;22/09/2017;22/09/2017;0;Facturada
OTB   /208/2017;1;ALINEACION + ROTACION;AFU786051;Hyundai;Accent;2015;;Cliente;MECANICA;6681;22500;13/06/2017;13/06/2017;0;Facturada
OTB   /2071/2017;1;CAMBIO DE ACEITE;AHM668027;Hyundai;I10;2017;;Cliente;MECANICA;2015;22788;28/08/2017;28/08/2017;0;Facturada
OTB   /1448/2017;1;CAMBIO DE ACEITE;AFM402718;Hyundai;Accent;2015;;Cliente;MECANICA;1468;22820;1/08/2017;1/08/2017;0;Facturada
OTF  /54/2017;1;EL CLIENTE DICE: REV 20.000 KMS (BONO GOLD SERVICE);AFM175013;Hyundai;I10;2015;;Cliente;MECANICA;207;22867;12/07/2017;13/07/2017;1;Facturada
OTB   /287/2017;1;CAMBIO DE ACEITE;AH7405836;Hyundai;Accent;2017;;Cliente;MECANICA;2997;22964;15/06/2017;15/06/2017;0;Facturada
OTB   /486/2017;1;CAMBIO PASTILLAS;BFU948260;Hyundai;Tucson;2015;;Cliente;MECANICA;6856;23153;22/06/2017;22/06/2017;0;Facturada
OTB   /2735/2017;1;SCANNER;AHM153802;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;2927;23679;14/11/2017;14/11/2017;0;Facturada
OTB   /3071/2017;1;GRADUACION FRENOS;AHM161052;Hyundai;Accent;2017;;Cliente;MECANICA;6767;24054;30/12/2017;30/12/2017;0;Facturada
OTM/122/2017;1;TOMA DE IMPRONTAS;DFU997277;Hyundai;Tucson;2015;;Cliente;MECANICA;8520;24354;5/09/2017;5/09/2017;0;Anulado
OTF  /48/2017;1;EL CLIENTE DICE: REV 5000 KMS;AFU197026;Hyundai;Accent;2015;;Cliente;MECANICA;7193;24552;8/07/2017;8/07/2017;0;Facturada
OTB   /835/2017;1;CABIO DE ACEITE;AHT361808;Hyundai;Accent;2017;;Cliente;MECANICA;2991;24571;6/07/2017;6/07/2017;0;Facturada
OTB   /837/2017;1;graduacion de frenos;AHT361808;Hyundai;Accent;2017;;Cliente;MECANICA;2991;24571;6/07/2017;6/07/2017;0;Facturada
OTF  /106/2017;1;EL CLIENTE DICE: REV 25.000 KMS;DUEU27415;Hyundai;Santa Fe;;;Cliente;MECANICA;8559;24664;6/09/2017;6/09/2017;0;Facturada
OTB   /24/2017;1;REV 15000 KM SE EVIDENCIA FUGA LIQUIDO DE FRENOS;AHM156217;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4192;25000;29/06/2017;8/06/2017;2;Facturada
OTB   /24/2017;2;FUGA LIQUIDO DE FRENO;AHM156217;Hyundai;Grand I10 HB;2017;;Garantia;MECANICA;6148;25000;29/06/2017;27/07/2017;51;Facturada
OTB   /24/2017;3;REVISION 20.000 KMS;AHM156217;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4192;25000;29/06/2017;25/07/2017;0;Facturada
OTB   /24/2017;4;FUGA LIQUIDO DE FRENO;AHM156217;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4192;25000;29/06/2017;27/02/2018;215;Anulado
OTB   /24/2017;5;CAMBIO DE ACEITE;AHM156217;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4192;25000;29/06/2017;15/08/2017;0;Facturada
OTB   /24/2017;6;CAMBIO DE ACEITE;AHM156217;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4192;25000;29/06/2017;15/08/2017;0;Facturada
OTB   /24/2017;7;REVISION 25.000 KMS;AHM156217;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4192;25000;29/06/2017;15/08/2017;0;Facturada
OTB   /24/2017;8;GARANTÍA RECHAZADA REVERSION: ATB/14/2017;AHM156217;Hyundai;Grand I10 HB;2017;;Garantia;MECANICA;6148;25000;29/06/2017;2/10/2017;0;Facturada
OTB   /24/2017;9;GARANTÍA RECHAZADA CARGO: ATB/14/2017;AHM156217;Hyundai;Grand I10 HB;2017;;Garantia;MECANICA;6148;25000;29/06/2017;31/08/2017;-32;Facturada
OTB   /24/2017;10;REVISION 40.000 KMS;AHM156217;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4192;25000;29/06/2017;27/11/2017;0;Facturada
OTB   /24/2017;11;REVISION 50.000 KMS;AHM156217;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4192;25000;29/06/2017;30/01/2018;0;Facturada
OTB   /24/2017;12;"VEHICULO PRESENTA FALLA EN EL COMPRESOR DE AIRE ACONDICIONADO

CAMBIO DE FECHA ";AHM156217;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4192;25000;29/06/2017;27/02/2018;28;Anulado
OTB   /2609/2017;1;REVISION 25000 KM;AGU050949;Hyundai;Accent;2016;;Cliente;MECANICA;7282;25000;24/10/2017;24/10/2017;0;Facturada
OTB   /1791/2017;1;CAMBIO DE ACEITE;AGM663461;Hyundai;I10;2016;;Cliente;MECANICA;4375;25071;16/08/2017;16/08/2017;0;Facturada
OTB   /51/2017;1;CAMBIO DE ACEITE;AHM156666;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;468;25154;7/06/2017;7/06/2017;0;Facturada
OTM/198/2017;1;PEDIR E INSTALAR STOP IZQUIERDO;AEU040906;Hyundai;Elantra;2014;;Cliente;COLISION;10440;25347;30/11/2017;30/11/2017;0;Facturada
OTB   /594/2017;1;CAMBIO DE ACEITE;AGM080547;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1274;25417;27/06/2017;27/06/2017;0;Facturada
OTM/63/2017;1;LATONERIA Y PINTURA PUERTA TRASERA DERECHA......PENDIENTE CORRECCION DETALLE DE PINTURA BOMPER DEL PUNTA IZQ......$400.000 MAS IVA;AFU995276;Hyundai;Tucson;2015;;Cliente;COLISION;4126;25480;10/07/2017;10/07/2017;0;Anulado
OTM/1/2017;1;"REV....25.000KM
";BCU433192;Hyundai;Elantra;2012;;Cliente;MECANICA;6511;25600;5/06/2017;5/06/2017;0;Facturada
OTB   /2435/2017;1;"GRADUACION
";AGM145720;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;6582;26000;27/09/2017;27/09/2017;0;Facturada
OTF  /94/2017;1;EL CLIENTE DICE: REV 25000 KMS;AFU192651;Hyundai;Accent;2015;;Cliente;MECANICA;5479;26005;10/08/2017;10/08/2017;0;Facturada
OTM/121/2017;1;REV....FRENOS GRATIS Y LAVADO;AEU143301;Hyundai;Accent;2014;;Cliente;MECANICA;3082;26031;5/09/2017;6/09/2017;1;Anulado
OTB   /2257/2017;1;CAMBIO DE ACEITE 1 FILTRO;P1U220836;Hyundai;Accent;2001;;Cliente;MECANICA;1097;26106;4/09/2017;4/09/2017;0;Facturada
OTM/61/2017;1;rev.....20.000KM....REV.....CHILLIDO CORREAS EN FRIO....REV....BASE DE ENCENDEDOR SUELTA;BEM488691;Hyundai;I10;2014;;Cliente;MECANICA;7166;26838;7/07/2017;7/07/2017;0;Anulado
OTB   /2903/2017;1;REVISION 25.000 KMS;AHM161457;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;6763;26895;9/12/2017;11/12/2017;0;Facturada
OTB   /2911/2017;1;REVISAR FALLA MOTOR ;AHM161457;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;6763;26895;11/12/2017;6/03/2018;85;Anulado
OTB   /1606/2017;1;CAMBIO DE ACEITE;AHM156562;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;2845;27000;8/08/2017;8/08/2017;0;Facturada
OTM/100/2017;1;REV....25.0000KM....REV....RADIO NO FUNCIONA EL AUX....;DEU852716;Hyundai;Tucson;2014;;Cliente;MECANICA;4136;27082;10/08/2017;14/08/2017;4;Facturada
OTB   /70/2017;1;CAMBIO DE ACEITE 1 FILTRO;P9M401166;Hyundai;Atos;2009;;Cliente;MECANICA;2828;27502;7/06/2017;7/06/2017;0;Facturada
OTF  /41/2017;1;EL CLIENTE DICE: REV 25.000 KMS;BCA400476;Hyundai;Sonata;2012;;Cliente;MECANICA;2358;27664;4/07/2017;4/07/2017;0;Facturada
OTB   /2205/2017;1;"CLIENTE REPORTA BATERIA SE DESCARGA EN MENOS DE 1 HORA
";AHM156217;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4192;27869;1/09/2017;27/02/2018;179;Anulado
OTB   /2205/2017;2;REVISION 30.000 KMS;AHM156217;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4192;27869;1/09/2017;21/09/2017;0;Facturada
OTB   /2205/2017;3;GARANTÍA RECHAZADA REVERSION: ATB/17/2017;AHM156217;Hyundai;Grand I10 HB;2017;;Garantia;MECANICA;6148;27869;1/09/2017;27/02/2018;0;Facturada
OTB   /2205/2017;4;GARANTÍA RECHAZADA CARGO: ATB/17/2017;AHM156217;Hyundai;Grand I10 HB;2017;;Garantia;MECANICA;6148;27869;1/09/2017;30/09/2017;-150;Facturada
OTB   /2154/2017;1;"CLIENTE REPORTA: FUGA DE ACEITE   DIACNOSTICO:SE EVIDENCIA PERDIDA DE ACEITE POR EL RETEN DEL EJE TOMA                      SOLUCION: CAMBIO RETEN EJE TOMA 	";AFM132250;Hyundai;Grand I10 NB;2015;;Garantia;MECANICA;6148;28000;30/08/2017;19/10/2017;50;Facturada
OTB   /2154/2017;2;GARANTÍA RECHAZADA REVERSION: ATB/16/2017;AFM132250;Hyundai;Grand I10 NB;2015;;Garantia;MECANICA;6148;28000;30/08/2017;19/10/2017;0;Facturada
OTB   /2154/2017;3;GARANTÍA RECHAZADA CARGO: ATB/16/2017;AFM132250;Hyundai;Grand I10 NB;2015;;Garantia;MECANICA;6148;28000;30/08/2017;31/08/2017;-49;Facturada
OTM/95/2017;1;REV....25.000KM.....ROTAR LLANTAS;AFU096774;Hyundai;I30;2015;;Cliente;MECANICA;3094;28360;29/07/2017;29/07/2017;0;Facturada
OTM/95/2017;2;REV....25.000KM.....ROTAR LLANTAS;AFU096774;Hyundai;I30;2015;;Cliente;MECANICA;3094;28360;29/07/2017;23/08/2017;0;Facturada
OTM/95/2017;3;REV....25.000KM.....ROTAR LLANTAS;AFU096774;Hyundai;I30;2015;;Cliente;MECANICA;3094;28360;29/07/2017;23/08/2017;0;Facturada
OTF  /64/2017;1;EL CLIENTE DICE: CAMBIO PASTAS TRASERAS;DGU501979;Hyundai;Santa Fe;2016;;Cliente;OTRO;1925;28392;19/07/2017;19/07/2017;0;Facturada
OTB   /1229/2017;1;CAMBIO DE ACEITE;AGM658984;Hyundai;I10;2016;;Cliente;MECANICA;6242;28436;22/07/2017;22/07/2017;0;Facturada
OTB   /2178/2017;1;CAMBIO DE ACEITE;AGM139571;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;4222;28520;31/08/2017;31/08/2017;0;Facturada
OTB   /2183/2017;1;CAMBIO RINES;AGM139571;Hyundai;Grand I10 HB;2016;;Cliente;OTRO;4222;28520;31/08/2017;31/08/2017;0;Facturada
OTB   /185/2017;1;cambio de aceite, ROTACION DE LLANTAS;;Hyundai;Tucson;;;Cliente;MECANICA;6659;28700;12/06/2017;29/06/2017;17;Facturada
OTB   /2021/2017;1;CAMBIO DE ACEITE;AFM409723;Hyundai;Accent;2015;;Cliente;MECANICA;2815;28895;25/08/2017;25/08/2017;0;Facturada
OTM/149/2017;1;DIAGNOSTICO......REV.....SISTEMA DE CARGA......REV.....ALINEACION DE LUCES ALUMBRAN MUY BAJO......REV.....RUIDO AL GIRAR LA DIRECCION EN LA RUEDA DELANTERA DERECHA;AFU785899;Hyundai;Accent;2015;;Cliente;MECANICA;9312;28988;7/10/2017;9/10/2017;2;Anulado
OTM/160/2017;1;REV....FALLA MOTOR RPM EN MINIMA INESTABLES Y EN OCACIONES SE APAGA;BDU056435;Hyundai;Accent;2013;;Interno;MECANICA;2;29271;19/10/2017;24/10/2017;5;Facturada
OTB   /3047/2017;1;GRADUACION DE FRENOS;AHM153827;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;1241;29585;28/12/2017;28/12/2017;0;Facturada
OTB   /2222/2017;1;CAMBIO DE ACEITE;AHM156258;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;1287;29773;2/09/2017;2/09/2017;0;Facturada
OTB   /1471/2017;1;CAMBIO DE ACEITE;AH7405836;Hyundai;Accent;2017;;Cliente;MECANICA;2997;30000;1/08/2017;1/08/2017;0;Facturada
OTB   /2134/2017;1;CLIENTE REPORTA:PERDIDA DE LIQUIDO DE FRENOS                 REPORTE:SE GENERA PERDIDA DE LIQUIDO DE FRENOS POR FALLA EN LAS VALVULAS DEL CILINDRO DE FRENO                             SOLUCION:CAMBIO ;AGU026483;Hyundai;Accent;2016;;Garantia;MECANICA;6148;30000;7/09/2017;21/10/2017;44;Facturada
OTB   /2134/2017;2;GARANTÍA RECHAZADA REVERSION: ATB/15/2017;AGU026483;Hyundai;Accent;2016;;Garantia;MECANICA;6148;30000;7/09/2017;7/09/2017;0;Facturada
OTB   /2134/2017;3;GARANTÍA RECHAZADA CARGO: ATB/15/2017;AGU026483;Hyundai;Accent;2016;;Garantia;MECANICA;6148;30000;7/09/2017;31/08/2017;-7;Facturada
OTB   /2134/2017;4;GARANTÍA RECHAZADA REVERSION: ATB/15/2017;AGU026483;Hyundai;Accent;2016;;Garantia;MECANICA;6148;30000;7/09/2017;21/10/2017;0;Facturada
OTB   /2134/2017;5;GARANTÍA RECHAZADA CARGO: ATB/15/2017;AGU026483;Hyundai;Accent;2016;;Garantia;MECANICA;6148;30000;7/09/2017;19/10/2017;-2;Facturada
OTB   /2959/2017;1;REVISION 30.000 KMS;AFU656693;Hyundai;Accent;2015;;Cliente;MECANICA;723;30175;18/12/2017;18/12/2017;0;Facturada
OTF  /97/2017;1;EL CLIENTE DICE: REV 30.000 KMS;DEU757016;Hyundai;Tucson;2014;;Cliente;MECANICA;3319;30267;11/08/2017;11/08/2017;0;Facturada
OTB   /514/2017;1;CAMBIO DE ACEITE;AHM156666;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;468;30289;23/06/2017;23/06/2017;0;Facturada
OTB   /2500/2017;1;REVISION 30.000 KMS;AFU196201;Hyundai;Accent;2015;;Cliente;MECANICA;9281;30309;5/10/2017;5/10/2017;0;Facturada
OTB   /1903/2017;1;CAMBIO DE ACEITE;AGU897023;Hyundai;Accent;2016;;Cliente;MECANICA;2808;30535;19/08/2017;19/08/2017;0;Facturada
OTF  /100/2017;1;EL CLIENTE DICE: REV 30.000 KMS;BEU120982;Hyundai;I30;2014;;Cliente;MECANICA;8022;30584;12/08/2017;12/08/2017;0;Facturada
OTF  /68/2017;1;CLIENTE DICE: REVISION MANTENIMIENTO PREVENTIVO 30000KM;BEU238250;Hyundai;Santa Fe;2014;;Cliente;MECANICA;6510;30612;21/07/2017;24/07/2017;3;Facturada
OTF  /42/2017;1;EL CLIENTE DICE: RUIDO ANORMAL PARTE TRASERA;AEU698912;Hyundai;Tucson;2014;;Cliente;MECANICA;1569;30870;4/07/2017;4/07/2017;0;Facturada
OTF  /71/2017;1;EL CLIENTE DICE: REV 30.000 KMS;ADU418243;Hyundai;Accent;2013;;Cliente;MECANICA;1683;30897;25/07/2017;25/07/2017;0;Facturada
OTB   /1804/2017;1;CAMBIO DE ACEITE;AHT361808;Hyundai;Accent;2017;;Cliente;MECANICA;2991;30936;16/08/2017;16/08/2017;0;Facturada
OTF  /69/2017;1;CLIENTE DICE: REV 30.000 KMS;AFU776559;Hyundai;Accent;2015;;Cliente;MECANICA;1957;31078;22/07/2017;24/07/2017;2;Facturada
OTM/51/2017;1;REV.....30.0000KM;PFC274044;Hyundai;HD78;2015;;Cliente;MECANICA;4746;31106;21/06/2017;21/06/2017;0;Facturada
OTB   /2746/2017;1;ALINEACION, ROTACION DE LLANTAS, BALANCEO X2;AHM153848;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4326;31158;16/11/2017;16/11/2017;0;Facturada
OTM/5/2017;1;CAMBIO DE ACEITE Y FILTRO.....CAMBIO DE FILTRO DE AIRE......REV....FRENOS LARGOS.......ALINEACION Y BALANCEO..........REV......360 GRADOS;P9U092801;Hyundai;Accent;2009;;Cliente;MECANICA;6535;31197;6/06/2017;6/06/2017;0;Anulado
OTF  /55/2017;1;EL CLIENTE DICE: REV 30.000 KMS;AFM270421;Hyundai;EON;2015;;Cliente;MECANICA;7298;31514;13/07/2017;13/07/2017;0;Facturada
OTF  /84/2017;1;EL CLIENTE DICE: REV 30.000 KMS (SIN CAMBIO ACEITE NI FILTROS);BDU732888;Hyundai;Elantra;2013;;Cliente;MECANICA;7778;32959;1/08/2017;2/08/2017;1;Facturada
OTF  /25/2017;1;EL CLIENTE DICE: REV 30.000 KMS;AFU998898;Hyundai;Tucson;2015;;Cliente;MECANICA;3513;33032;22/06/2017;22/06/2017;0;Facturada
OTM/148/2017;1;CAMBIO DE ACEITE Y FILTRO....CAMBIO DE FILTRO DE AIRE.....;AAM460798;Hyundai;I10;2010;;Cliente;MECANICA;9289;33146;5/10/2017;7/10/2017;2;Anulado
OTM/42/2017;1;REV....FRENOS LARGOS T RUIDO AL FRENAR.....REV.....RUIDO EN EL BAUL EN RIZADO Y SPOILER SUELTO;AEU839749;Hyundai;Tucson;2014;;Cliente;MECANICA Y COLISION;5116;33823;16/06/2017;16/06/2017;0;Anulado
OTB   /2028/2017;1;CAMBIO DE ACEITE;AGM658984;Hyundai;I10;2016;;Cliente;MECANICA;6242;34038;25/08/2017;25/08/2017;0;Facturada
OTM/109/2017;1;REV....TECHO ELECTRICO NO FUNCIONA......INSTALAR DIRECCIONAL ESP0EJO IZQUIERDA Y7 TAPETES;AGU501648;Hyundai;Santa Fe;2016;;Cliente;MECANICA Y COLISION;8212;34084;22/08/2017;28/08/2017;6;Anulado
OTB   /2493/2017;1;ROTACION DE LLANTAS;AHM156258;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;1287;34239;3/10/2017;4/10/2017;0;Facturada
OTF  /51/2017;1;EL CLIENTE DICE: REV 35000 KMS, REV MANDOS TIMON NO FUNCIONAN;ADU727801;Hyundai;I30;2013;;Cliente;MECANICA;1545;34934;11/07/2017;17/07/2017;6;Facturada
OTF  /51/2017;2;EL CLIENTE DICE: CAMBIO KIT EMBRAGUE;ADU727801;Hyundai;I30;2013;;Cliente;MECANICA;1545;34934;11/07/2017;17/07/2017;0;Facturada
OTB   /2020/2017;1;CAMBIO DE ACEITE;AGM140053;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1342;34965;25/08/2017;25/08/2017;0;Facturada
OTB   /477/2017;1;CAMBIO DE ACEITE;ADU103891;Hyundai;VELOSTER;2013;;Cliente;MECANICA;6851;34986;22/06/2017;22/06/2017;0;Facturada
OTF  /37/2017;1;EL CLIENTE DICE: REV 35000 KMS;ADU769847;Hyundai;I30;2013;;Cliente;MECANICA;1157;35100;30/06/2017;30/06/2017;0;Facturada
OTM/143/2017;1;REV....35.000KM......REV.....LUCES DE FAROLA COCULLO LADO IZQUIERDO NO PRENDE EN OCACIONES....REV.....ALARMA AL ACCIONAR NO PRENDE LA LUZ DE FAROLA IZQUIERDA......REV....A/A NO ENFRIA EN OCACIONES;DDU662328;Hyundai;Tucson;2013;;Cliente;MECANICA Y COLISION;1227;35101;28/09/2017;28/09/2017;0;Anulado
OTB   /2638/2017;1;AJUSTE SUSPENSION;AHM161455;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2074;35156;28/10/2017;28/10/2017;0;Facturada
OTB   /2819/2017;1;REVISION 30.000 KMS;AFM132250;Hyundai;Grand I10 NB;2015;;Cliente;MECANICA;2941;35191;28/11/2017;28/11/2017;0;Facturada
OTB   /874/2017;1;cambio de aceite;AHM156666;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;468;35477;7/07/2017;7/07/2017;0;Facturada
